YEAR,region,agro_ecological_zone,season,environment_condition,latitude,longitude,elevation,rainfall_mm,mean_temperature,soil_type,soil_pH,soil_N_content,soil_P_content,soil_K_content,ENTRY,Pedigree,Name,breeding_institution,maturity_group,rep,days_to_anthesis,Days_to_silking,anthesis_silking_interval,plant_height,ear_height,husk_cover,plant_aspect,field_weight,ear_harvested,ear_per_plant,ear_aspect,grain_moisture,grain_yield,staygreen
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,61,SMLW-33 x IITA 1876,SAMMAZ-61,IAR,Extra-Early,2,64,69,5,98,26,1.5,5,0.05,4,1,5,12.5,164.71,4
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,70,SMLW-43 x IITA 1876,SAMMAZ-70,IAR,Early,2,63,68,5,45,26,2.5,4,0.23,6,1,5,12.5,830.85,6
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,80,SMLW-50 x IITA 1878,SAMMAZ-80,IAR,Early,1,65,70,5,105,26,2,4.5,0.09,2,1,5,12.5,322.09,7
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,89,SMLW-53 x IITA 1878,ILOMAZ-09,Unilorin,Early,1,59,64,5,65,25,3,4,0.1,2,1,5,12.5,373.33,3
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,98,SMLW-64 x IITA 1878,ILOMAZ-18,Unilorin,Early,2,61,66,5,107,25,3,5,0.15,3,1,5,12.5,563.66,5
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,107,SMLW-74 x IITA 1878,ILOMAZ-27,Unilorin,Early,2,62,65,3,112,25,3,4.5,0.04,2,1,5,12.5,141.83,6
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,117,SMLW-78 x SAM 50 Male,ILOMAZ-37,Unilorin,Early,1,68,72,4,60,25,3,5,0.04,2,1,5,12.5,146.41,6
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,126,SMLW-91 x SAM 50 Male,ILOMAZ-46,Unilorin,Early,1,56,60,4,66,24,2,3,1.3,12,1.09,2,12.5,6423.53,2
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,135,SMLW-99 x SAM 50 Male,ILOMAZ-55,Unilorin,Early,2,56,60,4,71,23,1.5,4,0.1,3,1,2.5,12.5,1811.76,1
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,144,SMLW-102 x SAM 50 Male,ILOMAZ-64,Unilorin,late,2,60,63,3,98,22,2,3,0.3,5,1.25,3,12.5,4076.47,3
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,154,SMLW-107 x IITA 1876,ILOMAZ-74,Unilorin,late,1,60,63,3,98,22,1,2,0.22,9,1,3,12.5,1340.71,2
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,163,SMLW-120 x IITA 1876,ILOMAZ-83,Unilorin,late,1,55,57,2,62,22,4,3,0.08,1,1,4,12.5,4293.88,2
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,172,SMLW-127 x IITA 1876,ILOMAZ-92,Unilorin,late,2,62,65,3,90,21,3,5,0.16,2,1,3.5,12.5,567.32,4
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,181,SMLW-140 x IITA 1876,TELA-01,CIMMYT and IITA,late,2,55,57,2,180,21,3,3,1.33,8,0.67,3,12.5,6028.65,2
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,191,SMLW-145 x IITA 1878,TELA-11,CIMMYT and IITA,late,1,65,70,5,56,20,2,5,0.15,2,1,5,12.5,549.02,6
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,200,SMLW-150 x IITA 1878,TELA-20,CIMMYT and IITA,late,1,56,60,4,64,19,3,3,1.49,8,1,2,12.5,10136.82,2
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,209,SMLW-157 x IITA 1878,TELA-29,CIMMYT and IITA,late,2,62,65,3,51,16,3,5,0.01,2,1,5,12.5,36.6,6
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,218,SMLW-162 x IITA 1878,TELA-38,CIMMYT and IITA,Intermediate,2,66,68,2,80,15,2,4,0.06,2,1,5,12.5,234.25,6
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,228,SMLW-167 x SAM 50 Male,TELA-48,CIMMYT and IITA,Intermediate,1,62,67,5,70,11,2,5,0.04,1,0.5,5,12.5,139.08,5
2022,Ilorin,Southern Guinea Savanna,Dry,Drought,8.5,4.55,290,350,27,loam,5.9,0.07,7,95,237,SMLW- 159 x SAM 50 Male,TELA-57,CIMMYT and IITA,late,1,63,67,4,78,10,3,5,0.04,5,1.25,5,12.5,128.1,8
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,6,SMLW-4 x SAM 50 Male,SAMMAZ-06,IAR,Early,1,67,72,5,175,117,1,2.5,0.99,9,1,2,12.5,3640,3
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,10,SMLW-6 x IITA 1876,SAMMAZ-10,IAR,Early,1,63,65,2,193,113,2,2,0.08,4,1,3,12.5,274.51,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,15,SMLW-7 x SAM 50 Male,SAMMAZ-15,IAR,Early,2,66,71,5,157,112,2,2,0.5,11,1,4,12.5,1828.24,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,24,SMLW-11 x SAM 50 Male,SAMMAZ-24,IAR,late,2,64,68,4,207,108,2,2,0.57,5,0.83,3,11.3,2122.31,3
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,28,SMLW-16 x IITA 1876,SAMMAZ-28,IAR,Intermediate,2,69,74,5,171,108,2,3.5,0.24,6,0.67,5,12.5,894.54,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,34,SMLW-19 x IITA 1876,SAMMAZ-34,IAR,Intermediate,1,63,68,5,150,108,1,2,0.1,8,0.53,4,12.5,370.59,5
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,43,SMLW-22 x IITA 1876,SAMMAZ-43,IAR,Extra-Early,1,68,69,1,190,105,2,3,0.44,8,0.8,3,8.3,1675.48,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,47,SMLW-23 x IITA 1878,SAMMAZ-47,IAR,Extra-Early,1,65,70,5,150,103,2,2.5,0.16,11,0.92,4,7.9,631.82,3
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,52,SMLW-25 x IITA 1876,SAMMAZ-52,IAR,Extra-Early,2,60,65,5,165,103,2,2.5,0.49,3,0.6,4,12.5,1802.98,5
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,61,SMLW-33 x IITA 1876,SAMMAZ-61,IAR,Extra-Early,2,59,64,5,177,102,2,2.5,1.2,8,1,2,9.6,4538.48,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,65,SMLW-34 x IITA 1878,SAMMAZ-65,IAR,Extra-Early,2,64,68,4,192,102,2,3,0.27,5,0.83,5,7.8,1041.32,5
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,71,SMLW-43 x IITA 1878,SAMMAZ-71,IAR,Early,1,67,72,5,143,100,2,2,0.45,4,1.33,5,12.5,1639.74,3
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,80,SMLW-50 x IITA 1878,SAMMAZ-80,IAR,Early,1,62,67,5,148,100,2,3.5,0.17,7,1.17,3,12.5,603.92,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,84,SMLW-51 x SAM 50 Male,ILOMAZ-04,Unilorin,Early,1,66,71,5,187,100,2,2,0.92,7,0.7,3,12.5,3381.96,5
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,89,SMLW-53 x IITA 1878,ILOMAZ-09,Unilorin,Early,2,59,60,1,194,100,2,2.5,1.2,8,0.89,2,16.5,6915.76,2
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,98,SMLW-64 x IITA 1878,ILOMAZ-18,Unilorin,Early,2,67,72,5,168,98,2,2.5,0.87,5,0.63,3,12.5,3179.92,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,102,SMLW-69 x SAM 50 Male,ILOMAZ-22,Unilorin,Early,2,55,59,4,172,98,2,2,1,12,0.86,2,11.8,3913.41,2
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,108,SMLW-74 x SAM 50 Male,ILOMAZ-28,Unilorin,Early,1,58,62,4,173,97,2,3,0.17,10,0.83,5,12.5,609.41,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,117,SMLW-78 x SAM 50 Male,ILOMAZ-37,Unilorin,Early,1,55,57,2,104,96,3,4,0.21,3,1,4,12.5,3822.82,2
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,121,SMLW-86 x IITA 1876,ILOMAZ-41,Unilorin,Early,1,66,70,4,173,95,2,2.5,0.14,3,1,2,11.5,525.68,3
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,126,SMLW-91 x SAM 50 Male,ILOMAZ-46,Unilorin,Early,2,58,63,5,155,95,2,2,0.65,9,1,3,7.8,2506.88,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,135,SMLW-99 x SAM 50 Male ,ILOMAZ-55,Unilorin,Early,2,65,66,1,178,95,3,4,0.47,4,0.4,5,7.9,1796.83,6
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,139,SMLW-101 x IITA 1876,ILOMAZ-59,Unilorin,late,2,55,58,3,144,95,2,2,0.5,10,0.91,3,10.4,2529.88,2
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,145,SMLW-104 x IITA 1876,ILOMAZ-65,Unilorin,late,1,58,60,2,186,93,2,2.5,0.8,8,1,2,9,5652.71,3
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,154,SMLW-107 x IITA 1876,ILOMAZ-74,Unilorin,late,1,64,68,4,155,93,2,2.5,0.21,9,0.9,5,12.5,764.4,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,158,SMLW-108 x IITA 1878,ILOMAZ-78,Unilorin,late,1,58,63,5,117,93,2,3.5,0.42,11,1,5,12.5,1540,5
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,163,SMLW-120 x IITA 1876,ILOMAZ-83,Unilorin,late,2,67,71,4,108,92,2,3.5,0.06,2,0.5,5,12.5,219.61,2
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,172,SMLW-127 x IITA 1876,ILOMAZ-92,Unilorin,late,2,67,70,3,161,92,2,3.5,0.25,7,0.88,5,12.5,926.01,5
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,176,SMLW-134 x IITA 1878,ILOMAZ-96,Unilorin,late,2,66,68,2,187,92,2,2.5,0.42,6,1,4,11.1,1546.98,5
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,182,SMLW-140 x IITA 1878,TELA-02,CIMMYT and IITA,late,1,50,55,5,172,91,2,2.5,1.4,10,0.71,3,8.5,5683.76,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,191,SMLW-145 x IITA 1878,TELA-11,CIMMYT and IITA,late,1,68,71,3,188,90,2,2,1.45,10,1,2,10.1,5445.24,3
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,195,SMLW-146 x SAM 50 Male,TELA-15,CIMMYT and IITA,late,1,66,70,4,172,90,2,2.5,0.58,6,0.67,3,9.3,2211.14,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,200,SMLW-150 x IITA 1878,TELA-20,CIMMYT and IITA,late,2,67,72,5,162,90,2,2.5,0.87,9,1,5,12.5,3187.97,4
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,209,SMLW-157 x IITA 1878,TELA-29,CIMMYT and IITA,late,2,67,72,5,137,90,2,3.5,0.45,10,0.77,5,12.5,1636.08,5
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,213,SMLW-158 x SAM 50 Male,TELA-33,CIMMYT and IITA,Intermediate,2,68,72,4,168,90,2,4,0.38,5,0.83,5,7.2,1458.02,6
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,219,SMLW-162 x SAM 50 Male,TELA-39,CIMMYT and IITA,Intermediate,1,53,56,3,158,90,2,1.5,0.5,11,0.92,3,10.3,2321.65,2
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,228,SMLW-167 x SAM 50 Male,TELA-48,CIMMYT and IITA,Intermediate,1,51,53,2,197,89,2,2,0.8,15,1,3,9.6,2390.64,2
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,232,SMLW-183 x IITA 1876,TELA-52,CIMMYT and IITA,Intermediate,1,60,64,4,162,88,2,3,0.6,9,0.9,5,7.9,2327.71,3
2020,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,237,SMLW- 159 x SAM 50 Male ,TELA-57,CIMMYT and IITA,late,2,62,66,4,172,88,2,2,0.7,7,0.88,3,9.4,2670.9,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,9,SMLW-5 x SAM 50 Male,SAMMAZ-09,IAR,Early,2,63,67,4,174,88,2,2.5,0.19,9,0.75,5,12.5,684.08,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,13,SMLW-7 x IITA 1876,SAMMAZ-13,IAR,Early,2,67,69,2,188,88,2,2.5,0.06,9,0.9,5,12.5,226.47,5
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,19,SMLW-10 x IITA 1876,SAMMAZ-19,IAR,late,1,66,70,4,139,88,2,4,0.15,6,0.67,5,12.5,564.74,6
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,28,SMLW-16 x IITA 1876,SAMMAZ-28,IAR,Intermediate,1,65,70,5,133,87,2,2.5,0.32,10,0.77,2,12.5,1183.14,3
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,32,SMLW-17 x IITA 1878,SAMMAZ-32,IAR,Intermediate,1,62,65,3,173,87,2,2,0.04,1,1,4,12.5,137.25,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,37,SMLW-20 x IITA 1876,SAMMAZ-37,IAR,Intermediate,2,58,61,3,177,87,2,2.5,0.53,6,0.75,5,12.5,1947.37,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,46,SMLW-23 x IITA 1876,SAMMAZ-46,IAR,Extra-Early,2,66,70,4,180,87,2,3.5,0.73,5,0.56,3,8.5,2783.32,6
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,50,SMLW-24 x IITA 1878,SAMMAZ-50,IAR,Extra-Early,2,56,60,4,175,86,1.5,2,1,12,0.86,3,12.5,3882.35,2
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,56,SMLW-26 x IITA 1878,SAMMAZ-56,IAR,Extra-Early,1,60,65,5,148,86,2,4,0.42,7,1,5,12.5,1522.43,7
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,65,SMLW-34 x IITA 1878,SAMMAZ-65,IAR,Extra-Early,1,66,69,3,155,85,2,3.5,0.13,9,0.82,4,12.5,466.67,3
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,69,SMLW-37 x SAM 50 Male,SAMMAZ-69,IAR,Early,1,51,54,3,176,85,2,2,1,8,0.73,3,12.8,4281.34,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,74,SMLW-44 x IITA 1878,SAMMAZ-74,IAR,Early,2,62,65,3,167,85,2,3.5,0.12,5,0.5,5,12.5,424.39,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,83,SMLW-51 x IITA 1878,ILOMAZ-03,Unilorin,Early,2,65,68,3,162,85,2,2.5,0.19,11,0.85,2,12.5,708.24,5
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,87,SMLW-52 x SAM 50 Male,ILOMAZ-07,Unilorin,Early,2,63,66,3,188,85,2,2.5,0.19,11,0.85,2,12.5,708.24,5
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,93,SMLW-57 x SAM 50 Male,ILOMAZ-13,Unilorin,Early,1,51,54,3,176,85,2,2,1,8,0.73,3,12.8,4924.24,2
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,102,SMLW-69 x SAM 50 Male,ILOMAZ-22,Unilorin,Early,1,69,70,1,153,84,2,3.5,0.26,4,0.67,4,12.5,933.33,3
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,106,SMLW-74 x IITA 1876,ILOMAZ-26,Unilorin,Early,1,66,70,4,139,83,2,3,0.54,12,0.75,2,12.5,1976.47,2
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,111,SMLW-75 x SAM 50 Male,ILOMAZ-31,Unilorin,Early,2,62,63,1,170,83,2,2.5,0.85,7,0.7,5,9.4,3234.22,3
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,120,SMLW-84 x SAM 50 Male,ILOMAZ-40,Unilorin,Early,2,65,70,5,157,83,2,3,0.43,5,0.63,2,12.5,1585.57,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,124,SMLW-91 x IITA 1876,ILOMAZ-44,Unilorin,Early,2,62,67,5,132,83,2,3,0.43,14,1,5,12.5,1570.2,5
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,130,SMLW-96 x IITA 1876,ILOMAZ-50,Unilorin,Early,1,66,70,4,178,83,2,4,0.33,7,1.17,5,10.1,1250,6
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,139,SMLW-101 x IITA 1876,ILOMAZ-59,Unilorin,late,1,69,74,5,125,83,2,3.5,0.05,4,0.67,5,12.5,165.25,7
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,143,SMLW-102 x IITA 1878,ILOMAZ-63,Unilorin,late,1,60,62,2,145,83,1.5,2,1,9,1,2.5,12.5,6039.22,2
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,148,SMLW-105 x IITA 1876,ILOMAZ-68,Unilorin,late,2,55,57,2,143,83,2,2,0.7,9,0.9,2,11.1,3865.58,2
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,157,SMLW-108 x IITA 1876,ILOMAZ-77,Unilorin,late,2,72,76,4,151,82,2,3.5,0.37,6,0.86,4,7.9,1425.75,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,161,SMLW-119 x IITA 1878,ILOMAZ-81,Unilorin,late,2,64,69,5,165,82,2,2,1.37,11,1,3,7.4,5287.28,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,167,SMLW-121 x IITA 1878,ILOMAZ-87,Unilorin,late,1,67,70,3,147,82,3,4,0.09,4,0.33,5,12.5,336.73,5
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,176,SMLW-134 x IITA 1878,ILOMAZ-96,Unilorin,late,1,54,56,2,157,82,2,1.5,0.5,10,1,3,10.6,2776.66,2
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,180,SMLW-135 x SAM 50 Male,ILOMAZ-100,Unilorin,late,1,55,57,2,192,81,2,2,1.6,15,1.25,2,11,7424.49,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,185,SMLW-143 x IITA 1878,TELA-05,CIMMYT and IITA,late,2,55,57,2,171,81,1.5,4,0.6,10,1.25,2,12.5,4076.47,1
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,194,SMLW-146 x IITA 1878,TELA-14,CIMMYT and IITA,late,2,67,70,3,157,80,2,3.5,0.53,4,0.44,5,12.5,1925.23,3
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,198,SMLW-147 x SAM 50 Male,TELA-18,CIMMYT and IITA,late,2,66,69,3,145,80,1.5,2,0.4,13,1.08,2.5,12.5,1811.76,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,204,SMLW-155 x SAM 50 Male,TELA-24,CIMMYT and IITA,late,1,62,65,3,147,80,2,2.5,1.1,6,1,3,9.6,4151.26,4
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,213,SMLW-158 x SAM 50 Male,TELA-33,CIMMYT and IITA,Intermediate,1,64,68,4,142,80,2,3.5,0.29,3,0.75,5,12.5,1044.6,5
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,217,SMLW-162 x IITA 1876,TELA-37,CIMMYT and IITA,Intermediate,1,67,72,5,142,80,2,3.5,0.01,2,0.4,5,12.5,34.31,6
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,222,SMLW-163 x SAM 50 Male,TELA-42,CIMMYT and IITA,Intermediate,2,63,65,2,135,80,2,3,0.2,3,1,2.5,12.5,3623.53,2
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,231,SMLW-169 x SAM 50 Male,TELA-51,CIMMYT and IITA,Intermediate,2,51,53,2,184,80,2,1.5,1.3,11,1,2,14.6,6269.36,2
2021,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,235,SMLW- 159 x IITA 1876,TELA-55,CIMMYT and IITA,late,2,55,58,3,192,79,2,2,1,10,1,2.5,12.5,5435.29,4
2022,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,4,SMLW-4 x IITA 1876,SAMMAZ-04,IAR,Early,1,57,61,4,148,78,2,3.5,0.05,9,0.75,5,12.5,191.06,2
2022,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,13,SMLW-7 x IITA 1876,SAMMAZ-13,IAR,Early,1,64,68,4,120,78,2,3.5,0.07,10,0.71,5,12.5,255.29,4
2022,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,17,SMLW-9 x IITA 1878,SAMMAZ-17,IAR,Early,1,64,69,5,120,78,2,3.5,0.23,10,0.71,5,12.5,850.98,4
2022,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,22,SMLW-11 x IITA 1876,SAMMAZ-22,IAR,late,2,67,72,5,80,78,2,4,0.08,2,1,5,12.5,275.06,5
2022,Ilorin,Southern Guinea Savanna,rainy,Optimum,8.5,4.55,290,880,25,loam,6.1,0.12,11,125,31,SMLW-17 x IITA 1876,SAMMAZ-31,IAR,Intermediate,2,54,57,3,174,78,1,1.5,1.3,12,0.92,1,11.1,8706.13,2
